Date,Open,Close,High,Low
2020-10-06,55.34,57.85,58.04,55.22
2020-10-05,54.45,55.31,55.51,54.45
2020-10-02,53.81,54.15,54.21,53.09
2020-10-01,54.91,53.99,55.4,53.82
2020-09-30,54.0,54.5,55.19,53.2
2020-09-29,55.46,54.16,55.46,54.06
2020-09-28,53.32,55.5,55.5,53.32
2020-09-25,53.97,52.98,54.41,52.75
2020-09-24,53.64,53.89,54.57,52.61
2020-09-23,54.61,53.67,55.83,53.67
2020-09-22,55.08,54.56,55.84,54.47
2020-09-21,58.42,54.9,58.42,54.66
2020-09-18,60.09,58.59,60.11,58.43
2020-09-17,60.68,60.17,60.68,59.53
2020-09-16,60.99,60.98,61.1,59.53
2020-09-15,61.9,60.98,62.02,60.84
2020-09-14,61.59,61.9,62.04,61.04
2020-09-11,62.49,61.31,62.49,61.18
2020-09-10,62.36,62.5,63.49,61.63
2020-09-09,61.38,62.37,62.49,60.93
2020-09-08,62.89,61.39,63.45,61.22
2020-09-07,62.78,62.89,63.91,62.38
2020-09-04,60.93,62.69,63.45,60.93
2020-09-03,60.96,60.9,62.94,60.46
2020-09-02,61.7,60.84,61.99,60.61
2020-09-01,62.18,61.57,62.5,60.59
2020-08-31,63.98,61.86,64.71,61.86
2020-08-28,62.68,63.96,64.38,62.48
2020-08-27,63.01,62.43,63.01,61.79
2020-08-26,62.48,63.1,63.44,62.19
2020-08-25,62.66,62.53,63.98,62.53
2020-08-24,60.9,62.41,62.41,60.9
2020-08-21,61.5,60.71,61.91,59.99
2020-08-20,62.83,61.45,62.83,61.1
2020-08-19,61.6,63.03,63.03,61.29
2020-08-18,62.18,61.77,62.99,61.39
2020-08-17,63.21,62.36,63.71,62.34
2020-08-14,63.51,63.21,63.51,61.59
2020-08-13,64.61,63.62,65.18,63.62
2020-08-12,64.6,64.77,66.0,64.46
2020-08-11,62.31,64.57,64.66,62.31
2020-08-10,60.92,62.05,62.42,60.92
2020-08-07,61.08,60.85,61.08,59.89
2020-08-06,61.53,61.08,62.29,60.33
2020-08-05,61.53,61.57,62.73,61.4
2020-08-04,60.23,61.44,61.81,60.23
2020-08-03,58.64,60.04,60.15,58.2
2020-07-31,60.0,58.67,60.83,58.67
2020-07-30,62.33,59.51,62.33,58.65
2020-07-29,63.6,62.32,64.07,61.62
2020-07-28,63.52,63.61,64.28,63.12
2020-07-27,64.69,63.53,64.8,63.25
2020-07-24,65.36,64.88,65.4,64.33
2020-07-23,66.47,65.45,66.64,65.13
2020-07-22,67.23,66.29,67.85,66.02
2020-07-21,67.21,67.16,69.71,66.97
2020-07-20,66.33,66.83,66.95,65.31
2020-07-17,67.12,66.5,67.2,65.64
2020-07-16,66.96,67.24,67.6,66.51
2020-07-15,66.11,67.04,67.71,65.06
2020-07-14,65.52,65.68,66.16,64.77
2020-07-13,65.67,65.86,66.58,64.79
2020-07-10,63.05,64.98,65.06,62.52
2020-07-09,64.96,63.2,65.39,63.11
2020-07-08,65.77,64.7,65.77,64.58
2020-07-07,66.6,66.1,66.89,65.58
2020-07-06,64.55,67.0,68.04,64.55
2020-07-03,65.28,64.42,65.64,63.82
2020-07-02,62.39,65.21,66.01,62.39
2020-07-01,62.9,62.17,63.37,61.44
2020-06-30,63.28,62.82,63.48,61.71
2020-06-29,61.07,63.17,63.73,60.78
2020-06-26,63.21,61.19,63.54,61.19
2020-06-25,61.22,62.71,62.9,60.26
2020-06-24,64.27,61.4,64.83,61.4
2020-06-23,62.78,64.33,65.23,62.65
2020-06-22,62.44,62.3,62.99,61.23
2020-06-19,63.55,62.62,64.28,62.32
2020-06-18,63.86,63.25,65.41,62.35
2020-06-17,64.36,64.17,65.75,63.5
2020-06-16,61.77,64.32,65.83,61.77
2020-06-15,62.07,61.67,62.25,59.65
2020-06-12,61.48,62.35,64.22,60.39
2020-06-11,66.28,61.77,66.28,61.7
2020-06-10,68.15,66.45,69.9,66.16
2020-06-09,70.24,67.79,70.24,66.19
2020-06-08,69.05,70.45,71.64,68.54
2020-06-05,65.42,69.09,69.17,65.42
2020-06-04,63.32,64.24,65.2,61.94
2020-06-03,61.1,63.53,63.53,61.1
2020-06-02,59.24,60.99,61.69,58.97
2020-05-29,59.01,57.49,59.32,57.19
2020-05-28,59.7,59.58,60.72,58.36
2020-05-27,57.13,59.5,60.34,57.13
2020-05-26,53.56,56.73,56.98,53.56
2020-05-25,52.6,53.25,53.4,52.35
2020-05-22,51.54,52.46,53.64,50.57
2020-05-21,52.56,51.82,52.83,51.5
2020-05-20,51.63,52.87,53.01,49.99
2020-05-19,53.91,51.82,54.67,50.8
2020-05-18,50.4,53.19,53.33,50.4
2020-05-15,50.37,50.06,51.31,49.28
2020-05-14,50.32,50.22,50.71,48.15
2020-05-13,52.74,50.58,52.74,50.58
2020-05-12,52.69,52.84,53.6,52.43
2020-05-11,54.1,52.72,54.84,52.35
2020-05-08,53.24,53.73,53.92,52.83
2020-05-07,52.42,53.03,53.07,52.22
2020-05-06,53.48,52.33,53.9,52.02
2020-05-05,52.52,53.51,54.63,52.42
2020-05-04,54.81,52.37,54.81,52.16
2020-04-30,57.94,55.12,58.58,54.43
2020-04-29,55.42,58.33,58.33,55.22
2020-04-28,52.8,55.48,56.2,52.66
2020-04-27,50.62,52.71,52.71,50.62
2020-04-24,51.98,50.31,51.98,50.24
2020-04-23,50.47,52.34,53.12,50.44
2020-04-22,49.07,50.2,50.31,49.07
2020-04-21,50.69,48.74,50.69,48.74
2020-04-20,51.51,51.09,51.64,49.85
2020-04-17,51.19,51.27,52.53,50.8
2020-04-16,50.98,50.15,52.51,49.73
2020-04-15,54.4,50.7,54.42,50.7
2020-04-14,55.98,54.52,56.54,54.26
2020-04-09,55.96,55.92,57.03,55.03
2020-04-08,55.05,55.12,55.14,53.49
2020-04-07,54.31,55.31,57.3,54.03
2020-04-06,50.79,53.74,53.97,50.79
2020-04-03,52.01,50.23,52.01,50.23
2020-04-02,52.16,52.06,53.26,50.61
2020-04-01,54.16,51.98,54.16,51.85
2020-03-31,55.09,54.34,56.06,53.4
2020-03-30,57.66,54.56,57.66,53.52
2020-03-27,60.59,57.85,60.59,56.67
2020-03-26,59.49,61.45,61.45,58.26
2020-03-25,58.9,60.64,62.45,57.63
2020-03-24,52.77,58.29,58.29,52.77
2020-03-23,52.5,52.47,54.73,51.53
2020-03-20,52.53,54.01,55.75,52.53
2020-03-19,50.79,51.85,53.08,50.09
2020-03-18,52.59,50.65,53.24,50.2
2020-03-17,51.34,53.26,54.0,49.53
2020-03-16,56.73,50.96,56.73,48.65
2020-03-13,57.2,57.48,63.43,56.28
2020-03-12,66.61,55.63,66.61,55.63
2020-03-11,65.47,66.68,69.24,65.26
2020-03-10,65.99,65.04,69.89,64.51
2020-03-09,73.25,65.4,73.25,65.16
2020-03-06,77.25,74.99,77.25,74.1
2020-03-05,81.17,77.74,81.44,76.98
2020-03-04,81.28,80.89,82.31,80.05
2020-03-03,83.1,81.23,84.92,80.78
2020-03-02,85.22,82.36,85.51,80.09
2020-02-28,86.72,84.2,86.72,82.53
2020-02-27,90.86,87.34,90.86,86.13
2020-02-26,91.2,91.56,92.32,89.05
2020-02-25,94.4,91.28,94.85,91.13
2020-02-24,96.8,94.29,96.8,93.6
2020-02-21,99.27,98.44,99.27,97.84
2020-02-20,101.16,99.66,101.53,99.66
2020-02-19,101.5,100.99,101.91,100.59
2020-02-18,101.99,101.17,102.81,101.0
2020-02-17,101.19,102.0,102.04,101.19
2020-02-14,101.65,101.18,101.91,101.08
2020-02-13,101.46,101.59,101.59,99.86
2020-02-12,99.85,101.53,101.75,99.85
2020-02-11,99.32,99.92,100.18,98.91
2020-02-10,99.54,99.02,99.83,98.79
2020-02-07,98.4,99.64,99.64,97.85
2020-02-06,96.61,98.5,98.96,96.57
2020-02-05,93.92,96.09,96.18,93.62
2020-02-04,92.11,93.94,94.37,92.11
2020-02-03,91.76,91.88,92.43,91.2
2020-01-31,93.3,91.39,93.99,91.24
2020-01-30,93.3,93.18,93.54,92.35
2020-01-29,93.05,93.89,94.41,93.05
2020-01-28,91.69,92.97,93.34,90.75
2020-01-27,92.43,91.5,93.0,91.15
2020-01-24,93.65,93.15,94.89,93.02
2020-01-23,93.73,93.3,94.68,92.68
2020-01-22,94.45,93.78,94.6,93.4
2020-01-21,94.61,94.4,94.85,93.74
2020-01-20,95.62,94.85,95.62,94.75
2020-01-17,95.84,95.72,96.45,95.53
2020-01-16,95.13,95.38,95.89,94.25
2020-01-15,96.64,95.08,96.64,94.85
2020-01-14,96.84,96.67,96.85,95.67
