"Date","sigma_hat","mu","w","a1","b1","lam_VSTOXX_1"
2018-02-02,24.4706277116144,-0.472431070003691,0.221309976664146,0.0434256386281217,0.925064472710283,0.00286074827545599
2018-02-09,25.6008780079747,-0.47558531403499,0.523960799391066,0.0488761619191234,0.869558265281137,0.00548665959831408
2018-02-16,27.8267953632456,-0.477213054091677,0.227468359082131,0.0436372432023623,0.923028074879398,0.00313875920809885
2018-02-23,29.4335702461281,-0.553193764958112,0.284769386679731,0.0467892005647995,0.909015990725971,0.00419978567704807
2018-03-02,24.2781901674007,-0.620321860740339,0.289354576721761,0.0461964087045337,0.908169498451182,0.00444428474704292
2018-03-09,24.924548964464,-0.643527840749906,0.279909319252908,0.0477315074586864,0.908440905243356,0.00434896281828753
2018-03-16,23.9432035927042,-0.640616569591885,0.282766359483099,0.0468960964816973,0.90864105549844,0.00440584408681075
2018-03-23,21.819347314082,-0.579318778265779,0.254476804457227,0.0427544405267781,0.915385694788617,0.00453706530336106
2018-03-30,23.7952091552738,-0.592682147233844,0.285198119622635,0.045804874169844,0.90847167807523,0.00463681274928334
2018-04-06,23.8558721546799,-0.547672463518798,0.285928409237084,0.04528820196091,0.908535067983137,0.00471437615764118
2018-04-13,23.3793545031315,-0.584181477082298,0.301239980453498,0.0456889496519303,0.904901317501906,0.00509604134735047
2018-04-20,23.6663490321276,-0.592933888304575,0.314586930445799,0.0458285961399092,0.901901688482367,0.00538096962482006
2018-04-27,24.2741706872326,-0.557003614689551,0.338389185837986,0.0449152205668322,0.897515238334557,0.00595529240648086
2018-05-04,23.4455855877927,-0.471799098207537,0.263432361207671,0.0412124356228558,0.915376617529438,0.00460604923116926
2018-05-11,22.6397073071979,-0.513361913380857,0.298681650924239,0.0441337711272342,0.905787320678161,0.00530445660819116
2018-05-18,22.4577287843092,-0.533463052787492,0.325898144785447,0.0444332850705302,0.900010955131171,0.00586884142660928
2018-05-25,23.5590456791395,-0.642780991094812,0.363122342120654,0.0462360992954166,0.891271751998629,0.00656450555203087
2018-06-01,24.923179986317,-0.660099661161944,0.377644548457967,0.0489223918272321,0.886227494074668,0.00675569229480185
2018-06-08,26.9140796013037,-0.63829574314267,0.379439897378068,0.0466142608360524,0.887186582465425,0.00698661340234938
2018-06-15,26.6896339140232,-0.551630482481178,0.572264350997891,0.0560655587234083,0.84388827477438,0.00978210170889551
2018-06-22,24.0206945647909,-0.637724760357793,0.357673263834711,0.0449888432092954,0.892322698508362,0.00674968288166055
2018-06-29,23.4153793749042,-0.695421184366991,0.331565536741266,0.0466361852419801,0.89610262763871,0.00624424676650859
2018-07-06,23.9159795466003,-0.655153874489508,0.342279108123248,0.045093014307599,0.894981792785825,0.0065490706197582
2018-07-13,24.614158188033,-0.721384630563581,0.328146877096951,0.0462635971822691,0.896387292284313,0.00640082945756599
2018-07-20,25.126777498193,-0.686514709356937,0.566448456431556,0.0528573031621152,0.841157536744871,0.0116408072175457
2018-07-27,23.3750841091438,-0.741467913007866,0.340432037310817,0.0462390627490632,0.893769243793802,0.0067137167246951
2018-08-03,24.5677443461917,-0.784526700453755,0.355226163142779,0.0471631767259877,0.890194142266293,0.00694742665574326
2018-08-10,24.3000213880658,-0.858553567888936,0.34050769275578,0.0480838054608185,0.892561493304004,0.00661548525723297
2018-08-17,25.3929040643174,-0.836459905341,0.35749698818158,0.048638211269329,0.888748118378444,0.00691800180569896
2018-08-24,26.8001363581138,-0.894031641168813,0.577963224493032,0.0634710854257133,0.833450382658778,0.0108634216340527
2018-08-31,26.615970287568,-0.845054687835255,0.340321930750373,0.0469326634295761,0.892982164691801,0.00677865052370719
2018-09-07,27.567723872611,-0.855761192604375,0.332476483311379,0.0466223223369937,0.894880543638209,0.00661088526383218
2018-09-14,23.8156785418424,-0.850292334063873,0.566713414074188,0.0527520118856616,0.846321547850267,0.0101542076292764
2018-09-21,24.707286272846,-0.935250400921218,0.316950929146204,0.0474769636114486,0.897747306473626,0.00620686342407857
2018-09-28,26.7980656193028,-0.983706960232313,0.309193692382133,0.0473441186485897,0.899242214032881,0.00611789850446317
2018-10-05,27.6974259621619,-0.999411272981298,0.306060169721119,0.0481225584073346,0.897714565118442,0.00651354038329936
2018-10-12,27.3816014013211,-1.01279853811135,0.563435982966955,0.0574550407929605,0.842994489691161,0.0101768164598807
2018-10-19,28.1377059485298,-1.09020959450757,0.56383668090818,0.0584267584135966,0.842794551668692,0.0100125745691018
2018-10-26,30.1270524636432,-1.03968594485695,0.320514321753932,0.0478023209317244,0.896843567506476,0.00630347615506168
2018-11-02,32.5491698817595,-1.03790303025251,0.31908795847217,0.0470008741662259,0.897482138071252,0.00635721379156289
2018-11-09,32.5496782645229,-1.09044013173746,0.305973093060694,0.0466036136948912,0.900314560233014,0.00614324331731739
2018-11-16,30.1638601615114,-1.08987567591742,0.306741470183965,0.0466274394480806,0.90014459472792,0.00615678457815955
2018-11-23,30.5107344457064,-1.10717332414345,0.308049991579651,0.0467938378178014,0.899841035431339,0.00614507051265765
2018-11-30,30.4752680540436,-1.16805430182408,0.318181030043404,0.0474576353255863,0.897521630031925,0.00625524492307759
2018-12-07,30.474353200852,-1.13992856303545,0.568572854590279,0.0521316206511834,0.846682867879386,0.0101850764760041
2018-12-14,32.4594750647582,-1.2435094025216,0.574152436016625,0.0618539407174159,0.8352684807982,0.0110025607131399
2018-12-21,31.4875296981688,-1.22221159244708,0.593932779034083,0.0637182649419353,0.827318209957989,0.0121406206186557
2018-12-28,34.0400943377716,-1.20286805843505,0.382690454231166,0.0462902784200386,0.884532754719998,0.00784873911155187
2019-01-04,29.5278690842584,-1.12765628180297,0.303611116147607,0.0455562118038042,0.901796806756243,0.00607986008046226
2019-01-11,31.6389418848552,-1.12422611866071,0.561171776878755,0.055096062239941,0.845172612541225,0.010275848205803
2019-01-18,31.28823591149,-1.11862353851727,0.304814205502679,0.0451105406770456,0.901760395782648,0.00616298910537316
2019-01-25,32.4509703258415,-1.21288681912311,0.309170310822045,0.0445663100350464,0.901385232306199,0.00623996690240673
2019-02-01,31.1675398063248,-1.20371907319898,0.307712972246475,0.044494974168799,0.901728843464809,0.00621868204384195
