Date,Omega,Alpha,Beta,Eta,d,Mu,FSI
2015-04-24,29.545932558421992,1.9103678678316678e-10,0.8666458107437307,0.21980296933179608,10.383028273805369,1.0331872829528586,3.103138065887848
2015-05-01,29.760531009695903,1.5117412121453618e-11,0.8663794652554233,0.219895415426184,10.493615973047271,1.080580254778092,3.2385077564308706
2015-05-08,30.076676324659545,1.4362011038846389e-11,0.8650771572510364,0.22193698175243073,10.29044782835921,1.130585565009494,3.3129396700346225
2015-05-15,30.56005001191903,7.2111978726226985e-12,0.8643271881100943,0.22260671916375807,10.245987447715361,1.2079919296181028,3.5603439024344086
2015-05-22,31.56990919839287,2.5852441704904354e-12,0.8615862015534738,0.22712827744708308,10.227453578416732,1.215947699879761,3.819648606043423
2015-05-29,32.17712612278966,5.371187748445114e-12,0.8604417565998043,0.22842069174579818,10.21521696028825,1.1966255472099625,3.97974245781104
2015-06-05,32.175751819967616,1.227059776453294e-12,0.8614088942937371,0.2269265981663121,10.300090152903238,1.118791697634303,3.9747594732952867
2015-06-12,32.52987961805535,5.107783067863556e-12,0.8615890140519157,0.22575035071981206,10.318200332937352,1.0832130481611382,4.118465951386677
2015-06-19,33.08313306415778,6.8120700499602046e-12,0.8612977041060679,0.22527253321011373,10.325262045989254,1.0533513688181455,4.326850432588527
2015-06-26,33.48514091863384,5.773779725484182e-12,0.8610928421746394,0.22483179332653044,10.380183366758587,1.0440156134804761,4.479051145932423
2015-07-03,32.62584737097274,2.7295383472803355e-12,0.8632743907961871,0.22221664002934785,10.385786023829631,1.0904617714812828,4.24932267166011
2015-07-10,31.636471516260645,1.5162718515372473e-12,0.8660152372480631,0.21916923028989152,10.434012172141129,1.0421654165330547,3.8777632162183915
2015-07-17,31.59673288644084,0.0,0.8666516499649765,0.2170352378747968,10.342204285667448,1.111786482315643,3.969776187585814
2015-07-24,31.61280618529984,0.0,0.8668141865782963,0.21740613861773514,10.295598565129158,1.0935144951403295,3.9791262545975683
2015-07-31,32.22352293456851,8.362961934845508e-13,0.8662377290435661,0.2173194471934671,10.33290796140618,1.0721345356529264,4.184081871609108
2015-08-07,32.5412633463741,3.375086652477462e-13,0.8663973973711111,0.2158587740284319,10.26693467959389,1.1038833544777495,4.36296037029791
2015-08-14,33.79027200878725,3.6191134311952054e-12,0.8652051294253952,0.21657623989784208,10.322663062697634,1.0773551669641,4.82065062459285
2015-08-21,33.81364465379382,0.0,0.8652803309677476,0.2169214282242723,10.438763987365165,0.9969252825585244,4.75910541677284
2015-08-28,33.89012586406092,0.0,0.8651136848304447,0.21906483821139006,10.520950658619332,0.9224225001598703,4.656703257370852
2015-09-04,33.87565448150118,2.852893598807372e-12,0.8660598334967352,0.2162837586371812,10.560710232348557,0.931102201295477,4.733204390837909
2015-09-11,33.893783716510136,0.0,0.8654758564517576,0.21778555201398364,10.592074904490431,0.9496676124727338,4.715289935931397
2015-09-18,33.89330234465102,0.0,0.8668659963279371,0.2149215676768855,10.500387825482896,0.8744496304196481,4.749909383052773
2015-09-25,34.73359059484873,0.0,0.8665059652787229,0.2142293612850037,10.561419372174715,0.8304827313997666,5.036007026866965
2015-10-02,35.58301914052673,1.5112265735451796e-12,0.8663099555843542,0.21306119248031286,10.658895528584917,0.8026959852538615,5.358882879329858
2015-10-09,35.56369377048873,1.2919866543504628e-12,0.8669781192808571,0.2108220444870173,10.529471332462354,0.8662642857159991,5.461028731743272
2015-10-16,37.29073274295945,1.0589617105392243e-13,0.8647558012491073,0.2140332357056471,10.579638537148107,0.8869460739249722,6.083615814359494
2015-10-23,38.04271743546892,3.867441497455211e-12,0.8641512531518258,0.21430821974602618,10.558582385387759,0.814348248234172,6.287656964397907
2015-10-30,39.09461283776973,9.430292141264093e-14,0.8634051871182317,0.21373739369132017,10.614821051944201,0.829500455836206,6.698409274375916
2015-11-06,40.372184552541604,2.277856091660969e-12,0.8624117586302077,0.21426724299196176,10.723602783132879,0.7619674396584353,7.111419567866743
2015-11-13,41.112155564868885,1.8122175837406267e-15,0.8618136004137609,0.2139541026647914,10.817275268589356,0.788369418627427,7.400137681921737
2015-11-20,41.53747017547965,0.0,0.8618480270823795,0.21407347944598173,10.979544716309615,0.7051483850173068,7.5104386203199365
2015-11-27,41.553715930434976,3.7889098704016374e-13,0.8619890060877261,0.21423818997952956,10.82844289457751,0.6228718578371065,7.451376267523657
2015-12-04,42.462818229473115,1.8844212346469062e-22,0.8613546896322213,0.21410503393821462,10.840085639520677,0.5877121336857157,7.758200415740353
2015-12-11,44.11052061988432,1.998346725246642e-12,0.8598759162990183,0.21511705303916967,11.004622202776403,0.5272100802349001,8.285736848353235
2015-12-18,45.01016297197643,1.401295448069591e-12,0.859067583756176,0.21677809834674322,11.119966329540746,0.5052192183908213,8.58735210510917
2015-12-25,45.0124801036103,0.0,0.8592688999781556,0.2161092807467025,11.182406521354789,0.49410851056097077,8.597957630992893
2016-01-01,42.96254414718874,0.0,0.8614088769279388,0.21353224989250608,11.100868311169862,0.5546603470572739,7.94327187497236
2016-01-08,40.479363405647405,1.49171251963011e-12,0.8639208795239909,0.2108912032133368,10.80770215491437,0.6503453092421312,7.148185931337502
2016-01-15,42.37602793316345,2.1054418100062336e-12,0.8637296975141723,0.2121475306923847,10.297703474708296,0.5385160288228664,7.830875719570379
2016-01-22,36.687701459207574,1.943552948061288e-13,0.8683719999764868,0.2089117957189904,10.782132750822505,0.5515524235053524,5.773812537691892
2016-01-29,34.78379890238545,0.0,0.8700829661146208,0.20657519188889015,10.966989178236897,0.6369667156650584,5.160520645383394
2016-02-05,40.488141606261216,4.00279859636932e-12,0.8665937183634248,0.20740541364884457,11.060769988810355,0.5383394291347485,7.320214375669893
2016-02-12,36.781343666491196,1.0431233738809569e-15,0.8657787676114317,0.2144155902946507,11.047322133410763,0.5630037474422764,5.637130260654378
2016-02-19,36.79855629667164,5.769626517301212e-12,0.8659540537238085,0.21477294519582535,11.004637930599863,0.4971904020420892,5.609657782431608
2016-02-26,36.75861511411752,1.9291984843633326e-12,0.8672660835831125,0.21117131001947734,10.953043330514369,0.527820985059946,5.706455776452601
2016-03-04,36.73604260555386,7.875502087741766e-13,0.8677935994304327,0.2097622806253055,11.056202949036548,0.5455582124977397,5.767741910683641
2016-03-11,36.71449841401019,5.489994802688388e-12,0.867088044434645,0.21168905121859652,10.997597499755626,0.6264058726903071,5.808211663044725
2016-03-18,36.69055007352628,0.0,0.8668100976274308,0.21269024739224518,11.081363097619953,0.685480445704472,5.882662201784048
2016-03-25,36.720037877086746,6.402487997823287e-13,0.8663108401119446,0.2143832818257147,11.152023646793475,0.6386576096557933,5.8270323010247616
2016-04-01,36.712548711939725,0.0,0.8664904899729681,0.2141086111236144,11.194481092223048,0.6378928482338162,5.854427010073302
2016-04-08,37.55720731628809,1.9266469965174092e-12,0.8660604198340403,0.21370684255112712,11.273013638519046,0.6362285365269273,6.1815969117973975
2016-04-15,37.56915835750604,0.0,0.8663068291463093,0.21342881461166402,11.26105667572906,0.5816325279006405,6.155608344053085
2016-04-22,37.56129659041676,1.390509374449885e-12,0.8660849155806496,0.21483379369280048,11.318256516688521,0.5838689452865018,6.1893880280563085
2016-04-29,37.54928994262666,0.0,0.8664171698713223,0.2143007718796648,11.421549816569653,0.5857848233072477,6.238287428215185
2016-05-06,38.238095515426075,7.749713770548269e-14,0.8661313036474729,0.21394169467808433,11.552934087838636,0.551167857273146,6.485560753108105
2016-05-13,38.23965815464737,0.0,0.8661816796805176,0.21473665919093346,11.746987377967777,0.5020736677675897,6.479107314921135
2016-05-20,38.227059963655805,2.1617860760432831e-13,0.8666863217994272,0.21290543346602114,11.707647040779015,0.5287248269567354,6.51652010469628
2016-05-27,38.234133221584734,6.87580182480312e-13,0.8669027627928614,0.2119678170883552,11.754911450019671,0.5345549086347634,6.531907047518325
2016-06-03,37.350800796411185,3.3567752288158696e-12,0.8672427457881026,0.21211152507523268,11.853312128889149,0.5889460423539244,6.223638119838147
2016-06-10,35.709141804473774,7.180382379885404e-17,0.8683091642062674,0.2123685695270756,11.820023487512596,0.6359540961016263,5.651979011214019
2016-06-17,37.8222149204566,2.6579697619463703e-12,0.8670930013345504,0.21313207470439388,11.771805324997914,0.5997496728790597,6.499976894774112
2016-06-24,35.98496402786548,1.5416903241124379e-12,0.8680838224702436,0.21235999996907287,11.982764920897486,0.5926964667668135,5.724091234104246
2016-07-01,35.210048606620454,0.0,0.8674835469807263,0.21620251145206373,11.870354510693902,0.6313948246082439,5.432463306456164
2016-07-08,34.09734301846253,1.6837951865935185e-12,0.8685379396225964,0.21617481074425812,11.776485279419077,0.6769038964221439,5.1215309312170145
2016-07-15,35.854323722660865,0.0,0.8659288335614156,0.21978862517037817,11.533658738194681,0.6322373032359674,5.60386827336602
2016-07-22,35.85434333620077,1.167139853562372e-16,0.8657279024036016,0.2206512294812362,11.53375920963526,0.6327031178747801,5.603896300109391
2016-07-29,35.82168959058144,9.151661380755489e-13,0.8671372689073722,0.21676488591006385,11.55806471732653,0.6541904024899788,5.720767166207295
2016-08-05,36.368322601837036,5.910432235828487e-13,0.867790661816377,0.21391239079712637,11.612565713815941,0.6457613189029423,5.984883216989913
2016-08-12,37.27104714051467,3.6353903196521965e-13,0.8678476049774695,0.21226914122508161,11.632001162253102,0.6099226705022965,6.332291155223609
2016-08-19,37.246377887819584,0.0,0.8685720801322242,0.21022350972630566,11.682559366694944,0.6431928040394131,6.41792540795174
2016-08-26,37.25319824000172,0.0,0.869135678299799,0.2095177955392081,11.800886906428556,0.5916832077153491,6.443394577258164
2016-09-02,37.24088388753637,0.0,0.8696117518657869,0.20846437830994827,11.943328253609819,0.6089789568810764,6.505563053385753
2016-09-09,37.17751407706409,0.0,0.8701148182049755,0.2073065225870205,12.04884624558391,0.6566096415160888,6.574237835800813
2016-09-16,38.34111899172263,0.0,0.8688536930684498,0.20796881139020834,12.052226180195253,0.6691959544078276,6.984903481170705
2016-09-23,36.16849157420622,1.0551499644167569e-18,0.872053652962197,0.20533216845995023,12.189326251927943,0.621239691747894,6.2924710337162475
2016-09-30,36.141640125842834,0.0,0.8723524164609808,0.2039390460682254,12.070743193133172,0.6841821085093149,6.341591928418167
2016-10-07,38.30060361192441,2.3283082088754694e-12,0.8703476774706745,0.2053486424092443,12.165282826475712,0.6465518122916266,7.095191824345888
2016-10-14,36.56440473278067,0.0,0.8719832715878455,0.20325486124350908,12.214443001190272,0.6942699705000819,6.482863900871116
2016-10-21,36.57329848698552,0.0,0.8715344344624003,0.2034951465965833,11.996136712373794,0.7645909420115298,6.491950516342668
2016-10-28,39.24695299209548,2.3019136147144953e-12,0.8686899819875822,0.2068690622760106,12.101518599401686,0.7917013724394646,7.507429479728262
2016-11-04,34.713659881010884,2.5582541353612784e-13,0.8735021614172785,0.20122751837063046,12.081724627399058,0.8892312124117298,5.954371892251946
2016-11-11,33.903725780136554,0.0,0.8747944859838748,0.20011658821353343,12.209952036701928,0.8567662873090447,5.686372500156547
2016-11-18,31.72128374217575,4.2949143057426275e-12,0.8766696258996933,0.199073770189967,12.312175707887834,0.8696209614318693,4.877047400449605
2016-11-25,31.715936547678837,0.0,0.8761224774494609,0.19977287277849756,12.218246281437596,0.9020139746555155,4.845020673779481
2016-12-02,33.251622953171164,2.99679126148169e-17,0.8747534748991896,0.2004698402254663,12.145702953962617,0.8721455481377814,5.378554055932138
2016-12-09,31.185208585130095,0.0,0.8761482983899647,0.19948407260864182,12.179858466475137,0.8518793341463606,4.516560218414431
2016-12-16,25.5418803383451,7.007557583552148e-13,0.8827640597951818,0.19465896650807432,11.57286834054935,0.9982002424353619,2.6609191120391698
2016-12-23,24.548259581003126,3.654821123147847e-16,0.8830785040216763,0.19452416299697226,11.5073607302402,1.0833700318965624,2.2938525472562756
2016-12-30,22.328250008186412,0.0,0.8888100991141431,0.1828750180397111,11.979892207603182,1.1205812439001792,1.7495728079772117
2017-01-06,19.76235632706302,2.5509144716647394e-12,0.8928425509730123,0.17835687330346792,11.88380060016838,1.147733761199942,0.9982252209545928
2017-01-13,21.098365072899664,2.0591183605171745e-11,0.8870208581710399,0.19116518851403938,11.731789380406592,1.1427514473808325,1.1943580620031222
2017-01-20,27.059519658629466,0.0,0.876049595816595,0.20743457453847525,11.50276670467368,1.0846948253304578,2.922525640095598
2017-01-27,26.240975767975534,9.14338950289357e-13,0.8778466766658967,0.20444194718946776,11.56901647991074,1.057275998069045,2.7028125117397455
2017-02-03,24.736882817535296,0.0,0.8804019686265472,0.20032620046523786,11.634433719806271,1.1042197311959323,2.28503965575364
2017-02-10,23.937184033984163,3.882493797851782e-12,0.8819372262677118,0.19817427844880706,11.651865756404368,1.0739013821245291,2.054653327634517
2017-02-17,21.23796754556733,2.507347375738598e-12,0.8881415912713087,0.18953189054875316,11.664649091163554,1.0328262469777951,1.2201550656824436
2017-02-24,20.372605610697846,2.755705921768639e-12,0.8903467455575377,0.18551010859212003,11.680943537360797,1.0426063593019244,1.0294024065111236
2017-03-03,19.772414631003954,9.441651741332868e-13,0.8919022887523832,0.183146673978607,11.748636847270404,0.9988654355608755,0.8575293826053967
2017-03-10,18.38216420589534,2.1020994002939935e-16,0.8935775000434536,0.18200308218707134,11.81612476536612,1.0672146032454268,0.40689521857422684
2017-03-17,17.58873304706287,3.6941047546767775e-12,0.8952457776593605,0.17911362760378347,11.88747599326937,1.1219363382578111,0.23131759854061265
2017-03-24,17.55569108792203,1.1235282820936008e-11,0.8960612655341058,0.17732917443590113,11.882599970608764,1.1117162915057066,0.2987456517482263
2017-03-31,17.542860161893408,1.1266224362720833e-11,0.896164928435565,0.17676863286828076,11.730087612032278,1.1344713625849014,0.3246620677114379
2017-04-07,17.517986138871194,0.0,0.8962544269145646,0.17694771120716415,11.817741437756828,1.1504770723249875,0.39469213642865875
2017-04-14,17.922310607760323,0.0,0.8950469084596676,0.1788905671200886,11.766410905569247,1.1163367153539934,0.4580476353561308
2017-04-21,17.068914057295622,3.2718413516526878e-12,0.8975526857667403,0.17543790289490938,11.951228720531606,1.0491121645156039,0.178581020458876
2017-04-28,16.659678868308248,0.0,0.8984391469663238,0.17381743209250025,12.066402706133038,1.1028879072280877,0.1050953550256305
2017-05-05,16.066189340794857,1.768202852518978e-20,0.8992820505371193,0.17305760202084935,12.226484421638217,1.1614750027083363,-0.062195932907299446
2017-05-12,15.529366450708265,0.0,0.9000546930711969,0.1722737569286957,12.336057577800446,1.2086601779342883,-0.23487732287886767
2017-05-19,15.534144448298429,0.0,0.90044630559913,0.17158273015387335,12.489587155369168,1.1667062558224062,-0.22935508994838816
2017-05-26,15.544189925103842,4.189795998460267e-12,0.900572797461805,0.1710696887483789,12.313300551944053,1.1927727066701503,-0.18502463865596963
2017-06-02,17.904599541217483,1.71930893755323e-12,0.8982604194597039,0.1736236242397459,12.480854375995804,1.1560598367247066,0.7546432663859517
2017-06-09,16.141722758165326,0.0,0.8990986206817926,0.17400077997418006,12.374371994343592,1.139111501520851,-0.045034593518062126
2017-06-16,16.453232868382155,0.0,0.899110622116633,0.17378863500503267,12.279550745958797,1.1366843068240473,0.11927994520705172
2017-06-23,16.189521258861287,1.2880162027392015e-11,0.899679724074226,0.17321682182188866,12.346843801248697,1.0750207518937065,-0.013974187045941906
2017-06-30,16.42984383274903,3.852789769495034e-12,0.9001173090620578,0.17183876567238418,12.408998072777802,1.0429304148797762,0.12316987966582031
2017-07-07,16.428821933419496,1.535526840552413e-11,0.9004654551464335,0.1708357992322968,12.501958433227747,1.063433740256389,0.17579542374064558
2017-07-14,16.417320376069426,1.358378422130154e-11,0.9006869795047777,0.1702675247947537,12.655694726835726,1.1000616994872539,0.19601095909475108
