Date,Omega,Alpha,Beta,d,Mu,FSI
2016-03-11,1.0000040843028895e-12,0.14364014522575086,0.8458528795414798,8.572275026786665,1.7426905208247474,1.510453078402217
2016-03-18,1e-12,0.14440660551444298,0.8452868943324648,8.626321708352366,1.807177173990302,1.5179526744057608
2016-03-25,1.000000003264839e-12,0.14478774732970517,0.8448532177110702,8.677367822639164,1.7619463902466648,1.5242790241924784
2016-04-01,1e-12,0.1448552273715068,0.844917525468546,8.699423257979467,1.7659155272472695,1.5217165273438045
2016-04-08,1e-12,0.14425167081554557,0.8451671554846607,8.749287018947605,1.7682094613703345,1.5277187971741812
2016-04-15,1.0000075108883073e-12,0.14373352968727848,0.8456021626777309,8.734370986863794,1.7030138631825515,1.5247512633183868
2016-04-22,1e-12,0.14547806832556065,0.8446601388639341,8.756293499800172,1.7104444855584815,1.5312602162628244
2016-04-29,1.0000071362468762e-12,0.14571518490639343,0.8444412329989529,8.82487584809018,1.7039847128630463,1.5323246106956763
2016-05-06,1e-12,0.14478398229132927,0.8450817646527787,8.906207563938601,1.6856274386957941,1.5247358767020285
2016-05-13,1.000001931042123e-12,0.14528689894088642,0.8449530647017418,9.034925913112193,1.6520583380701819,1.511978983835704
2016-05-20,1e-12,0.14467804500124154,0.8451394792805406,9.01273577527551,1.6774054648648324,1.5158257667384685
2016-05-27,1.000001539282815e-12,0.14469848590496587,0.8445489670261566,9.054392315719884,1.682217630338369,1.5329822405538869
2016-06-03,1.000001235940321e-12,0.14529778552518322,0.8444928943185939,9.149127923360117,1.7396979058812356,1.5042960016848932
2016-06-10,1e-12,0.14665823389233373,0.8442175651071216,9.126748499319348,1.7888385167723133,1.473286914524446
2016-06-17,1e-12,0.14677290270799984,0.8435420451582825,9.079044013262477,1.7559470981417882,1.5210808319017726
2016-06-24,1e-12,0.14436745436502968,0.8459010376491457,9.280815086925314,1.719928781344139,1.4514828107627928
2016-07-01,1.0000210332143544e-12,0.14629611631431652,0.8462078664952176,9.222954352399714,1.794701386929102,1.3948786780673335
2016-07-08,1.0000006700535328e-12,0.14369801113186464,0.8490058460567198,9.087281478767238,1.8471602211855664,1.3627663127709915
2016-07-15,1.0000205407897362e-12,0.1435379364978621,0.8484765668860828,8.994986073284513,1.7638136490926353,1.3861990276845901
2016-07-22,1.0000058206295629e-12,0.14871489253992187,0.8447533106660038,9.104397202083875,1.7834776604682523,1.4103845725166715
2016-07-29,1e-12,0.14880807681347,0.8441236780362937,8.988841518404119,1.7788137004253426,1.4303596225561537
2016-08-05,1.0000064604098427e-12,0.1471097465005285,0.8453028397237718,9.020095395092858,1.754348492424158,1.4289083864036292
2016-08-12,1e-12,0.145503738524067,0.8463728270284318,9.02410729618993,1.7240859132157982,1.427692977684026
2016-08-19,1.0000064087091183e-12,0.14439373071785339,0.8473719249987339,9.077100495831429,1.7505996880543204,1.4172210849515385
2016-08-26,1.0000040294148244e-12,0.14301152640087691,0.8489702623547765,9.153142688204673,1.7062635677525133,1.3917945124490723
2016-09-02,1.0000184673617255e-12,0.14200771166045428,0.8504056153369803,9.264481419711695,1.72881195846847,1.3608230672590438
2016-09-09,1e-12,0.1412467395502878,0.8515749347333286,9.329040468952176,1.7857050436821424,1.331568705344356
2016-09-16,1.0000193054594726e-12,0.14094397662591643,0.8512032272320483,9.329765501470773,1.8046977530604442,1.3533320101061843
2016-09-23,1e-12,0.14025468097697888,0.8529098613222995,9.448195053787263,1.7559331811447145,1.3062917466969703
2016-09-30,1e-12,0.14000052254878473,0.8530216019429078,9.373590017510143,1.8189038865704001,1.3050901012203333
2016-10-07,1.0000020758376871e-12,0.14085289194977293,0.8510979716894923,9.421835242725118,1.788180145511083,1.3621501209734665
2016-10-14,1.0000088644300802e-12,0.13991637514551927,0.8522194171586978,9.483444384045606,1.8301565513012967,1.3251176071989939
2016-10-21,1.0000001876470244e-12,0.14139991039111888,0.8505842270065195,9.332582274265402,1.903757985912063,1.3462833951807764
2016-10-28,1.0000004542276483e-12,0.14318567563810683,0.848843172761298,9.391718674455149,1.9535937383897877,1.3840034966232297
2016-11-04,1.0000024450931826e-12,0.13997140641531503,0.8529538302898239,9.379854626881116,2.0312041544925785,1.2839176408424748
2016-11-11,1.000002257939352e-12,0.14019046693716672,0.8529980350187663,9.45899064867512,2.007406123322435,1.2752433355695578
2016-11-18,1e-12,0.13951770599629618,0.8544461590288571,9.533897502631078,1.996423231735329,1.2253588917604379
2016-11-25,1.0000070941634968e-12,0.13988014622587852,0.8540244246070887,9.42669562817839,2.065051074433144,1.2268333666538198
2016-12-02,1e-12,0.13959871009661884,0.8534798543920512,9.422948482268676,2.035041867658153,1.2510898720132724
2016-12-09,1.0000116687413082e-12,0.13839781515296437,0.8546538593425574,9.422052238600104,1.989102503422136,1.215003239010447
2016-12-16,1.0000071928027307e-12,0.13649978980917868,0.8596968536598814,9.083399836066851,2.116115838633875,1.0955341440993065
2016-12-23,1.000000004883045e-12,0.13364102342288853,0.8621277056796741,9.254083073741137,2.1682133856116477,1.0505004102307463
2016-12-30,1e-12,0.1242780613035289,0.8700020115858759,9.719723628921953,2.1630792625281328,0.9687412758612766
2017-01-06,1.0000027601189365e-12,0.11550887023212243,0.8788142207166573,9.72094529224508,2.1876718332488045,0.8653910076862448
2017-01-13,1.0000002122846377e-12,0.11749065257239685,0.8766428839521887,9.725819280455282,2.1816101646241677,0.8938648706166423
2017-01-20,1.0000105891026403e-12,0.12492223540981345,0.8704472720533865,9.655432508816787,2.1693922736413405,0.9367705878375585
2017-01-27,1.0000027528494435e-12,0.13252146596963002,0.8613391612305703,9.47036707370984,2.1519133217264503,1.0866818711966384
2017-02-03,1e-12,0.1297382415848367,0.8641724020207092,9.525800450707445,2.173407950383819,1.0472286647056328
2017-02-10,1.0000078966156405e-12,0.12762444701814968,0.8662134026919428,9.527658445815133,2.1552517870678045,1.023660067693884
2017-02-17,1e-12,0.12377512764840094,0.8714480965532728,9.672900928897477,2.0934058132869797,0.9325274536929431
2017-02-24,1e-12,0.12248913768725016,0.8724633265421485,9.656891327780073,2.0926000733984362,0.9265631190086407
2017-03-03,1e-12,0.12036779628676933,0.8747859189029371,9.730873157667117,2.0432074499163524,0.8951715894030735
2017-03-10,1e-12,0.1182848838753078,0.878403160939309,9.820075011809088,2.0952362653082295,0.8219369189241866
2017-03-17,1.0000019043310212e-12,0.1169099832108819,0.8797747170309544,9.857642123596248,2.1284301112417103,0.8051468246079793
2017-03-24,1e-12,0.11480407485744812,0.8816961480930916,9.857647510851237,2.123533782759596,0.7885384480650148
2017-03-31,1e-12,0.11390465582788399,0.8824720285932587,9.768501006780436,2.140570813009379,0.7845538656818789
2017-04-07,1.0000009187689657e-12,0.11362254566031588,0.8827367402884444,9.800136649653055,2.1641630930931886,0.7820176314887352
2017-04-14,1.0000043309320075e-12,0.11369082560152025,0.8822601434191474,9.79829374290723,2.1382618648772223,0.7939735814644404
2017-04-21,1.000000006258368e-12,0.11146345983080386,0.8849351870023949,9.955392534384858,2.071712641122503,0.7570850886956604
2017-04-28,1.0000003767512724e-12,0.110445164477619,0.8860918821566554,10.039463862155207,2.118000690435798,0.7407339872003835
2017-05-05,1.0000021756339514e-12,0.10957948877323254,0.887407767461973,10.188066762726534,2.156716157976934,0.717772020701271
2017-05-12,1e-12,0.10936585471377863,0.8878671114310803,10.299118608870302,2.17446468016618,0.7069789995432099
2017-05-19,1e-12,0.10872035469499172,0.8882735290407884,10.38958252443861,2.1520492482964473,0.7077716913347183
2017-05-26,1e-12,0.10866078009609391,0.8881969347587332,10.236676871433454,2.1909799772020913,0.7125990470563928
2017-06-02,1.0000041239564506e-12,0.10910692734201359,0.8873997847354592,10.28509109896633,2.1866776258423055,0.735211402470271
2017-06-09,1.000000557364143e-12,0.10899279837524672,0.8876492896318535,10.254588324903574,2.176368714757134,0.7216579243868813
2017-06-16,1e-12,0.10913943672491683,0.8873868853315247,10.141110839915443,2.159973419610306,0.7316148017832506
2017-06-23,1e-12,0.11052264951818273,0.8860390945053539,10.18012568782993,2.0895067131613887,0.7536637354779804
2017-06-30,1e-12,0.1098212862339892,0.8865606209149223,10.199792907460022,2.068461979582929,0.7414014542317215
2017-07-07,1e-12,0.10928427247800707,0.8869255606920363,10.265941208596363,2.0848639413112795,0.7386300951392354
2017-07-14,1.0000031997572207e-12,0.10876646313057513,0.8875189590324281,10.38442474479085,2.1118544364169334,0.7307598123096217
2017-07-21,1.0000043421621186e-12,0.10905737747701112,0.8868561427984856,10.384967723615983,2.1296446661517914,0.7445245098284582
2017-07-28,1e-12,0.10903496655953014,0.8867717906283403,10.499404000380617,2.090405209633072,0.7482159065010202
2017-08-04,1.0000054165485758e-12,0.10945515568217364,0.8864499933392705,10.42596117647568,2.077959236083521,0.7498747939116303
2017-08-11,1e-12,0.1112171888809433,0.8842302147777962,10.350599392487982,2.123357961492713,0.7931526460507556
2017-08-18,1.0000014520317137e-12,0.1089452112365637,0.8869630340184081,10.534195634858357,2.0540406696256226,0.7455450271086906
2017-08-25,1.0000022993277945e-12,0.10884484504160012,0.8868981577153354,10.550496477752494,2.0883601860825864,0.7414584567055409
2017-09-01,1e-12,0.10953844650507222,0.8859697401492473,10.582993585654823,2.0336118168749464,0.7547296710132392
2017-09-08,1.0000031754596228e-12,0.11064259619727208,0.8847639445768919,10.477923356041172,2.078069911213938,0.764403205991219
2017-09-15,1.0000016416422825e-12,0.11077466248017227,0.8844662178944104,10.570922824538153,2.022393300784017,0.7711751728273276
2017-09-22,1e-12,0.11046393111435787,0.8854163281722124,10.544671675169152,2.150693104371531,0.7379025667581168
2017-09-29,1.000008408250384e-12,0.1109476190898758,0.8846835235545695,10.317472393595951,2.2099466254350255,0.7575911667066004
2017-10-06,1e-12,0.10909090934563768,0.886041110898394,10.361265487661202,2.2301839136237573,0.7511725434729002
2017-10-13,1.0000010023590865e-12,0.10725988546274577,0.8878185336760522,10.628110206323422,2.196142821435727,0.7077442356987679
2017-10-20,1e-12,0.10795366994954936,0.8871821701487071,10.72583539748766,2.1621316084874813,0.7077727951804598
2017-10-27,1.0000004296850662e-12,0.10946302374445309,0.8857734144873609,10.727938036032853,2.241348940578232,0.7073764182126738
2017-11-03,1.0000034193868016e-12,0.11095619017163853,0.8839883152353805,10.620720632058285,2.2677146316131243,0.7410827946374754
2017-11-10,1.0000005005376693e-12,0.107102029171496,0.8875230690456396,10.545439634130615,2.2533148384116877,0.6984964261845581
2017-11-17,1e-12,0.1068001282519589,0.8875497423882656,10.615862121786435,2.2092456076085254,0.6976356822074943
2017-11-24,1.0000018742431835e-12,0.10739828200125802,0.8868450007008634,10.489219409042121,2.144430509401434,0.7015264692953749
2017-12-01,1.0000045676466156e-12,0.10829477123728491,0.8858520367670538,10.548784676975126,2.155394226944707,0.7105441010603172
2017-12-08,1.000000652100042e-12,0.10881346424972901,0.8851690755538103,10.490326168849641,2.095681970306915,0.7129092300605583
2017-12-15,1.0000018349751419e-12,0.10709624021318843,0.8870508273909704,10.592682596454209,2.2101276069293436,0.7025622008888496
2017-12-22,1.0000003618164691e-12,0.10712664120921361,0.8870077385505931,10.582651331765643,2.1764903585139086,0.7050946557963634
2017-12-29,1.0000000000881535e-12,0.10694955016706414,0.8871117059613045,10.566547576417356,2.184829052914584,0.6997158303851143
2018-01-05,1e-12,0.10742675324735688,0.8865622116255119,10.49355463398861,2.1714552744728737,0.7036495194630978
2018-01-12,0.004410790884312489,0.10565595619699525,0.8886579846980756,10.575539023108947,2.2644412007832657,0.6830646538618795
2018-01-19,4.6318526588406685,0.10667255061483626,0.8894305299087276,10.449741189768648,2.4006427462308775,0.37487167279757366
2018-01-26,2.7708435026881912,0.10541019896227012,0.8903755043336264,10.473614752660298,2.380421048898589,0.4805441091179212
2018-02-02,2.7679499467437036,0.10869355952995904,0.8870264011367421,10.226451644076008,2.394411740597844,0.515080804318097
2018-02-09,3.544626640809501,0.10890158031873594,0.887655717398539,10.3740068949536,2.3158982487350324,0.45393379294148284
2018-02-16,5.975758959269114,0.11192857399399486,0.8856573160209299,10.344355208096125,2.2571328531093307,0.3215787640305909
2018-02-23,5.965279212758782,0.1100393290358691,0.8874192436134932,10.398094507323144,2.2718181550489738,0.3036766549618671
2018-03-02,5.160949425955467,0.108239827452363,0.8887933981487279,10.4165551067275,2.2473881178794413,0.3426183708203538
2018-03-09,5.1524715653910205,0.10742628702106395,0.8896680670134834,10.463111174803482,2.173370624629859,0.3385120608189899
2018-03-16,4.129240396146021,0.10614717245113543,0.8905839446740333,10.537128514165016,2.1486019042826077,0.3936666982963744
2018-03-23,4.132131662311361,0.10646523767853404,0.8902429350119193,10.381079775467763,2.1588121650456693,0.39295681139458727
2018-03-30,4.138989301967582,0.10595946967629614,0.8910968005248548,10.458459466653593,2.125222418902934,0.39731239001688
2018-04-06,4.138658195350316,0.10566899713906544,0.8912660582667895,10.457019042587728,2.129284141668273,0.39395373900579567
2018-04-13,4.138880517514478,0.10511409137134528,0.8916847184743366,10.422133417106174,2.1356182787890954,0.38825111520832023
2018-04-20,3.6054071894875808,0.10434257491657316,0.8922716818978116,10.366254886955078,2.121261593655648,0.4163302235529489
2018-04-27,2.811918116401549,0.10372586107057684,0.8925799550092076,10.492360030802065,2.145956661404167,0.46560879800693056
2018-05-04,2.8207713121196663,0.1044705624779828,0.8917675505115277,10.38942915690265,2.1496154778656846,0.4688526164448114
2018-05-11,2.807294275257013,0.10394578872558427,0.8924101299770956,10.285940791653701,2.165534656719235,0.4591193487042243
2018-05-18,0.6555376772082644,0.10398372007709879,0.8916550676965947,10.352480686093887,2.1764051739643837,0.6060044274896251
2018-05-25,3.365289170020658,0.10430417734500383,0.8922515991492583,10.300047891692968,2.132973850155557,0.4388195073390631
2018-06-01,3.3711692391509547,0.10433249686989267,0.8923196612657536,10.394380773049948,2.067136520308724,0.44650741239113245
2018-06-08,4.169808253486428,0.10568730901917933,0.891510517980671,10.51939004144517,2.0405759983078715,0.40581278080583416
2018-06-15,4.169636735472235,0.10543331332233329,0.891564652395916,10.520971534636063,2.0223708627098107,0.4069166093143607
2018-06-22,4.166423406972486,0.10450019714468567,0.8925270012865348,10.374264704258028,2.0512772544851066,0.39546946218889595
2018-06-29,3.297088477695262,0.1022747141666295,0.894570358535295,10.378197736013504,2.01747813223918,0.43102670495662837
2018-07-06,2.438236794175093,0.10447563517155903,0.8919466664510045,10.184758326173252,1.928620993046984,0.5197898132943631
2018-07-13,2.416982858400607,0.10483828098837315,0.892025906642089,10.12988425609741,1.9885410690539669,0.5130263020208227
2018-07-20,0.11973428437927396,0.10783006532168161,0.8883232603728194,10.057330775728385,1.9182182140896213,0.7071254774829281
2018-07-27,1.0000138964028713e-12,0.10884504952998193,0.8871717661894113,10.02467783954023,1.8672152391854426,0.7289314341850472
2018-08-03,1.0000002577583918e-12,0.10905116888819003,0.8871288432358625,10.058853563241184,1.9278759845392222,0.735452183773301
2018-08-10,1.0000016066989154e-12,0.1068702695516671,0.8892343072841415,10.143513024397192,1.894729519816926,0.7142524817396079
2018-08-17,1e-12,0.10619880746039961,0.8899307960218221,10.260520439752897,1.831551604463262,0.7139780940639724
2018-08-24,1e-12,0.10512813092996777,0.8911053980001711,10.438940071349531,1.7880137640052438,0.7054320701903792
2018-08-31,1e-12,0.10347574732976121,0.8925322569668382,10.456858382302732,1.7778905422501565,0.6956904777830534
2018-09-07,1.000001023184207e-12,0.10227741524728087,0.8937435842785072,10.456114533730922,1.768837203688409,0.6864405390572331
2018-09-14,1.0000003739035531e-12,0.1010977093555684,0.894865446591096,10.432148853046119,1.7426575100347894,0.6785589646355547
2018-09-21,1e-12,0.10193869756653708,0.8940926093770417,10.344877222806211,1.7338465541386032,0.6874417396353539
2018-09-28,1e-12,0.10243377479674996,0.8940353812596139,10.458148934242727,1.77928747577936,0.6871992369768842
2018-10-05,1e-12,0.10398084062292422,0.8927544661935038,10.487610635618934,1.695244229863583,0.7024920426589524
2018-10-12,1e-12,0.1022613920350669,0.8942806599759296,10.5221740255555,1.6795521162623654,0.6935251652536908
2018-10-19,1e-12,0.10182843072370829,0.8947211914816295,10.522234826708202,1.6794927632527,0.6938711866102624
2018-10-26,1.000001497205475e-12,0.1007850884478432,0.8954859340429324,10.676022883516618,1.610796527880384,0.6929001724410929
2018-11-02,1e-12,0.1005415254887949,0.8957562254949184,10.844455235405325,1.5613005548174181,0.695360170198575
2018-11-09,1.0000070666597982e-12,0.10068757197345377,0.8956964165567466,10.965892212388017,1.6281090794741542,0.6954713702560565
2018-11-16,1e-12,0.09927150204758221,0.896793090065919,10.969109197078042,1.5853167639645394,0.6935235424684191
2018-11-23,1.000001215167022e-12,0.09861380031736251,0.8972968160457666,11.019639335154096,1.5801689999982065,0.6936948864873331
2018-11-30,1e-12,0.09815981429302113,0.897564567721599,10.974240779728257,1.5071270044194112,0.6975273479995183
2018-12-07,1.0000050265261592e-12,0.09771438513270238,0.8978177722643297,11.02630753794582,1.5279826092016031,0.6986683729053695
2018-12-14,1.0000006022349725e-12,0.09871372226496991,0.8972850709837564,11.029315865911796,1.5228382456102492,0.70049443699279
2018-12-21,1.000001086897077e-12,0.09767217706551727,0.8980907305692598,10.999041006284076,1.4762298897329713,0.6987131124823595
2018-12-28,1e-12,0.09872807429785799,0.8974583739416933,11.057952932370151,1.4829102214149446,0.7033583083104104
2019-01-04,1.0000010127274427e-12,0.09800873903272374,0.8979756749492445,10.969564569581745,1.420021840530125,0.7020096368281868
2019-01-11,1e-12,0.09831195425331582,0.8979801002790276,10.898112985035475,1.5440568031235176,0.6958460015748791
2019-01-18,1.0000039867099563e-12,0.0975037334281331,0.8987190670368548,10.898366689119639,1.5419601452964635,0.6961111598604545
2019-01-25,1.0000015501031888e-12,0.10059006127065634,0.8955217519663964,10.833719289458353,1.5314241459223332,0.7258476527124721
2019-02-01,1.0000048114840656e-12,0.10030240843181831,0.8954873838443536,10.828657680406133,1.5136915504453927,0.733536510595478
2019-02-08,1.0000006693029032e-12,0.10002546902864028,0.8961862384801309,10.869714729066445,1.4959291914940307,0.729280101764689
2019-02-15,1.000000262831634e-12,0.09886643873765394,0.8972137497610123,10.759543598861322,1.4245834127970605,0.727039164519255
2019-02-22,1e-12,0.0995315373405251,0.8969542646759884,10.86196234427782,1.4191474603207652,0.7265304131295415
2019-03-01,1.0000102693113061e-12,0.10184270380498238,0.8943106083827512,10.745046270153292,1.4031460217751788,0.7606059780703056
2019-03-08,1e-12,0.10177886949855852,0.8946629387427714,10.78542048820492,1.4898459607471235,0.7555711468712251
2019-03-15,1.0000000699738073e-12,0.10157012435693917,0.8952238702747256,10.84838413183742,1.4152297839742058,0.7538853302006788
2019-03-22,1e-12,0.1024013677252797,0.8946116148940171,10.885088281894342,1.395954624378614,0.7615606621568345
2019-03-29,1e-12,0.10320489932212135,0.8938132087224655,10.997772907872143,1.3481548611715355,0.7741625452731247
2019-04-05,1e-12,0.1018838099175596,0.894658070020649,11.00085713291258,1.3381674613934487,0.7796500724012525
2019-04-12,1e-12,0.10102123634476114,0.8955160333425561,11.167060894528733,1.3720043971772793,0.7744627664621033
2019-04-19,1e-12,0.09973064770137674,0.8965371517010366,11.131629637306034,1.3416115803187292,0.7762713799097979
2019-04-26,1.0000086967651125e-12,0.09856419886497426,0.8973360375310657,11.246823716348967,1.3224091639681084,0.7861502409781158
2019-05-03,1.0000084659289213e-12,0.09905496390532577,0.8967379842274377,11.295843716180727,1.267154399975079,0.7952510454985775
2019-05-10,1.0000010089025575e-12,0.09763728548741177,0.8975980634804717,11.333423101410354,1.231378591273511,0.8057998294859308
2019-05-17,1.0000056798276064e-12,0.09764532922679404,0.8982073994302218,11.36211920402946,1.223481324107965,0.791951299042875
2019-05-24,1.0000034356627137e-12,0.09646137169414488,0.8988387396073542,11.420845328899134,1.2240088394477169,0.8069900740719593
2019-05-31,1e-12,0.09699794962734773,0.8983638167555233,11.533295893206706,1.1759593141064164,0.8088660516848623
2019-06-07,1.000002534496437e-12,0.09635909167724252,0.8987098123152473,11.651106630726217,1.121285525532133,0.8163545636768533
2019-06-14,1.0000036929896202e-12,0.09562154620407676,0.899060608579113,11.664588206544506,1.1311245957992202,0.823293251339271
2019-06-21,1e-12,0.09517360238470206,0.8991215173794372,11.666831407474367,1.071698976624297,0.8333806672466206
2019-06-28,1.0000099973042665e-12,0.0953736298092198,0.8989339720882403,11.485913239065825,1.1802011103218073,0.8311611204126714
2019-07-05,1e-12,0.09457689043897224,0.8995213163134707,11.444909568668564,1.2729352589644298,0.8380929841447416
2019-07-12,1.0000079193950447e-12,0.09651068351679083,0.8978998680722837,11.495418937884256,1.3360436583945567,0.8411647483246829
2019-07-19,1.0000033975355985e-12,0.09766992982809539,0.8962954812837093,11.291631952704082,1.2369079939540626,0.875213727477238
2019-07-26,1.0000070332029411e-12,0.09670735344057044,0.8972023371936089,11.482755896623043,1.1080358470765495,0.8776660605985847
2019-08-02,1e-12,0.09995850192485534,0.8934741847629387,11.300436213377909,1.1710367887894924,0.9303537405157616
2019-08-09,1.000023143087203e-12,0.09778260912372283,0.8964104424864598,11.403569357486019,1.104470149302308,0.8961414372295121
2019-08-16,1.0000017841968693e-12,0.09765855811898903,0.8966044611536479,11.352799174390501,1.1326583538687878,0.8987552376208444
2019-08-23,1e-12,0.09644030868677948,0.8977610987531763,11.334232246770753,1.1926275176779424,0.8939207838892523
2019-08-30,1.0000140524062955e-12,0.0982531974415516,0.8955385090372924,11.220352341760732,1.2258730371448987,0.9355941713746302
2019-09-06,1.0000005190098107e-12,0.09842204094629739,0.8947556663866754,11.247286450058327,1.236735447046275,0.9702145524525952
2019-09-13,1.0000034767019937e-12,0.09765530223693035,0.8951441463336035,11.382216962308203,1.256734472087906,0.98670752361836
2019-09-20,1e-12,0.09700042967603906,0.8964068526048423,11.400198229457128,1.2854928446904859,0.9760495294024654
2019-09-27,1e-12,0.09515372642459832,0.8975823956314419,11.502207112500141,1.2398497527661605,0.9914581966794587
2019-10-04,1e-12,0.09444481990988861,0.8977524393406515,11.572375219931782,1.1788999596745244,1.012253904430093
2019-10-11,1.000108229002291e-12,0.09348504616333073,0.8987734593062956,11.572528912844325,1.1787787535644725,1.0135995782544744
2019-10-18,1.0000121298882106e-12,0.09414227435531665,0.8983254797072739,11.833217695980268,1.2659040199388065,1.013561029628856
