"Date","sigma_hat","mu","w","a1","b1","lam_VSTOXX_1","lam_Euribor6m_1"
2006-01-06,18.1209682575694,NA,NA,NA,NA,NA,NA
2006-01-13,19.7077394505878,NA,NA,NA,NA,NA,NA
2006-01-20,19.1877268821298,NA,NA,NA,NA,NA,NA
2006-01-27,20.4761657212539,NA,NA,NA,NA,NA,NA
2006-02-03,23.245079054203,NA,NA,NA,NA,NA,NA
2006-02-10,22.3329567780894,NA,NA,NA,NA,NA,NA
2006-02-17,23.4634544728507,NA,NA,NA,NA,NA,NA
2006-02-24,24.9642725077293,NA,NA,NA,NA,NA,NA
2006-03-03,26.6129914383011,NA,NA,NA,NA,NA,NA
2006-03-10,27.729899753317,NA,NA,NA,NA,NA,NA
2006-03-17,25.8058621803101,NA,NA,NA,NA,NA,NA
2006-03-24,26.4259491017622,NA,NA,NA,NA,NA,NA
2006-03-31,23.3042570097587,NA,NA,NA,NA,NA,NA
2006-04-07,21.4952144495334,NA,NA,NA,NA,NA,NA
2006-04-14,17.4239036211188,NA,NA,NA,NA,NA,NA
2006-04-21,18.9975182075901,NA,NA,NA,NA,NA,NA
2006-04-28,20.6792538578345,NA,NA,NA,NA,NA,NA
2006-05-05,18.8837664731118,NA,NA,NA,NA,NA,NA
2006-05-12,18.9795114124529,NA,NA,NA,NA,NA,NA
2006-05-19,19.598015169276,NA,NA,NA,NA,NA,NA
2006-05-26,22.5052879366438,NA,NA,NA,NA,NA,NA
2006-06-02,20.6636676403176,NA,NA,NA,NA,NA,NA
2006-06-09,22.1057041460865,NA,NA,NA,NA,NA,NA
2006-06-16,25.3530515007051,NA,NA,NA,NA,NA,NA
2006-06-23,26.1933707629289,NA,NA,NA,NA,NA,NA
2006-06-30,27.8857289872226,NA,NA,NA,NA,NA,NA
2006-07-07,29.672144066629,NA,NA,NA,NA,NA,NA
2006-07-14,27.7048722280067,NA,NA,NA,NA,NA,NA
2006-07-21,30.1332890558909,NA,NA,NA,NA,NA,NA
2006-07-28,29.8643790016933,NA,NA,NA,NA,NA,NA
2006-08-04,32.3824730194038,NA,NA,NA,NA,NA,NA
2006-08-11,30.6421909880225,NA,NA,NA,NA,NA,NA
2006-08-18,28.4557000752965,NA,NA,NA,NA,NA,NA
2006-08-25,30.2900647262151,NA,NA,NA,NA,NA,NA
2006-09-01,22.5394700855082,NA,NA,NA,NA,NA,NA
2006-09-08,23.1214835349646,NA,NA,NA,NA,NA,NA
2006-09-15,23.8299465764285,NA,NA,NA,NA,NA,NA
2006-09-22,25.231913393384,NA,NA,NA,NA,NA,NA
2006-09-29,22.8080911843904,NA,NA,NA,NA,NA,NA
2006-10-06,23.1901724960521,NA,NA,NA,NA,NA,NA
2006-10-13,24.5286424362682,NA,NA,NA,NA,NA,NA
2006-10-20,25.3862846823307,NA,NA,NA,NA,NA,NA
2006-10-27,24.9092363159187,NA,NA,NA,NA,NA,NA
2006-11-03,22.0625896019904,NA,NA,NA,NA,NA,NA
2006-11-10,20.5622150050703,NA,NA,NA,NA,NA,NA
2006-11-17,21.174389431457,NA,NA,NA,NA,NA,NA
2006-11-24,19.0577602867724,NA,NA,NA,NA,NA,NA
2006-12-01,18.1224839246584,NA,NA,NA,NA,NA,NA
2006-12-08,20.1988869374325,NA,NA,NA,NA,NA,NA
2006-12-15,21.0730714308557,NA,NA,NA,NA,NA,NA
2006-12-22,22.7354744275086,NA,NA,NA,NA,NA,NA
2006-12-29,21.7590148518289,NA,NA,NA,NA,NA,NA
2007-01-05,21.8915743770279,NA,NA,NA,NA,NA,NA
2007-01-12,22.6905352431389,NA,NA,NA,NA,NA,NA
2007-01-19,22.9440554844782,NA,NA,NA,NA,NA,NA
2007-01-26,20.8911578673723,NA,NA,NA,NA,NA,NA
2007-02-02,18.124461152761,NA,NA,NA,NA,NA,NA
2007-02-09,19.5205821252037,NA,NA,NA,NA,NA,NA
2007-02-16,18.8387457731159,NA,NA,NA,NA,NA,NA
2007-02-23,18.4653312410286,NA,NA,NA,NA,NA,NA
2007-03-02,14.6550385646206,NA,NA,NA,NA,NA,NA
2007-03-09,18.1053783123079,NA,NA,NA,NA,NA,NA
