"Date","sigma_hat","mu","w","a1","b1","lam_loss_pos_1"
2000-01-14,38.719285070684,NA,NA,NA,NA,NA
2000-01-21,40.4930360089361,NA,NA,NA,NA,NA
2000-01-28,45.1937561296947,NA,NA,NA,NA,NA
2000-02-04,49.395021475505,NA,NA,NA,NA,NA
2000-02-11,44.4270586485918,NA,NA,NA,NA,NA
2000-02-18,40.5545349024199,NA,NA,NA,NA,NA
2000-02-25,37.3263482815392,NA,NA,NA,NA,NA
2000-03-03,34.4149440652567,NA,NA,NA,NA,NA
2000-03-10,31.8770967901266,NA,NA,NA,NA,NA
2000-03-17,33.6383668756529,NA,NA,NA,NA,NA
2000-03-24,31.2213667069903,NA,NA,NA,NA,NA
2000-03-31,31.2630124156827,NA,NA,NA,NA,NA
2000-04-07,34.4547875763464,NA,NA,NA,NA,NA
2000-04-14,32.1410736006437,NA,NA,NA,NA,NA
2000-04-21,29.2916561377911,NA,NA,NA,NA,NA
2000-04-28,31.9755104485854,NA,NA,NA,NA,NA
2000-05-05,29.6680070394142,NA,NA,NA,NA,NA
2000-05-12,27.6332841829762,NA,NA,NA,NA,NA
2000-05-19,25.8307472561351,NA,NA,NA,NA,NA
2000-05-26,20.4273640156362,NA,NA,NA,NA,NA
2000-06-02,22.7436882699237,NA,NA,NA,NA,NA
2000-06-09,21.7038783688043,NA,NA,NA,NA,NA
2000-06-16,20.4409036685389,NA,NA,NA,NA,NA
2000-06-23,18.1514596328681,NA,NA,NA,NA,NA
2000-06-30,20.539645379143,NA,NA,NA,NA,NA
2000-07-07,19.5996266150747,NA,NA,NA,NA,NA
2000-07-14,18.7052406145387,NA,NA,NA,NA,NA
2000-07-21,18.4620157054038,NA,NA,NA,NA,NA
2000-07-28,17.6186340123137,NA,NA,NA,NA,NA
2000-08-04,15.9789451752959,NA,NA,NA,NA,NA
2000-08-11,15.3537792108474,NA,NA,NA,NA,NA
2000-08-18,14.9205926650579,NA,NA,NA,NA,NA
2000-08-25,14.3978875032403,NA,NA,NA,NA,NA
2000-09-01,13.7828529510626,NA,NA,NA,NA,NA
2000-09-08,14.8358741863649,NA,NA,NA,NA,NA
2000-09-15,14.269424173956,NA,NA,NA,NA,NA
2000-09-22,15.7147368714282,NA,NA,NA,NA,NA
2000-09-29,18.3720175375953,NA,NA,NA,NA,NA
2000-10-06,17.6106280051874,NA,NA,NA,NA,NA
2000-10-13,16.6105631229388,NA,NA,NA,NA,NA
2000-10-20,20.3571904683648,NA,NA,NA,NA,NA
2000-10-27,19.4662680816618,NA,NA,NA,NA,NA
2000-11-03,18.3566266194653,NA,NA,NA,NA,NA
2000-11-10,17.7298409867732,NA,NA,NA,NA,NA
2000-11-17,20.2862609571839,NA,NA,NA,NA,NA
2000-11-24,19.7061507169667,NA,NA,NA,NA,NA
2000-12-01,23.0171552288535,NA,NA,NA,NA,NA
2000-12-08,25.744461996327,NA,NA,NA,NA,NA
2000-12-15,24.2493975314951,NA,NA,NA,NA,NA
2000-12-22,27.2866044922514,NA,NA,NA,NA,NA
2000-12-29,28.7509071980381,NA,NA,NA,NA,NA
2001-01-05,27.0227695416534,NA,NA,NA,NA,NA
2001-01-12,25.4478876656019,NA,NA,NA,NA,NA
2001-01-19,23.9686644398092,NA,NA,NA,NA,NA
2001-01-26,22.30490753884,NA,NA,NA,NA,NA
2001-02-02,21.0104671210343,NA,NA,NA,NA,NA
2001-02-09,23.1486294172901,NA,NA,NA,NA,NA
2001-02-16,21.5840373716342,NA,NA,NA,NA,NA
2001-02-23,22.866203752201,NA,NA,NA,NA,NA
2001-03-02,27.0652161760423,NA,NA,NA,NA,NA
2001-03-09,28.3713502976502,NA,NA,NA,NA,NA
2001-03-16,26.5560685346645,NA,NA,NA,NA,NA
2001-03-23,31.6299149562,NA,NA,NA,NA,NA
2001-03-30,36.415264620201,NA,NA,NA,NA,NA
2001-04-06,34.0139436295958,NA,NA,NA,NA,NA
2001-04-13,35.1974721954384,NA,NA,NA,NA,NA
2001-04-20,32.7199940625578,NA,NA,NA,NA,NA
2001-04-27,30.0215178891556,NA,NA,NA,NA,NA
2001-05-04,28.0696145206888,NA,NA,NA,NA,NA
2001-05-11,30.3763635999638,NA,NA,NA,NA,NA
2001-05-18,28.3757859243558,NA,NA,NA,NA,NA
2001-05-25,26.4180974260796,NA,NA,NA,NA,NA
2001-06-01,28.7589751944057,NA,NA,NA,NA,NA
2001-06-08,30.6252694782825,NA,NA,NA,NA,NA
2001-06-15,28.3888820901624,NA,NA,NA,NA,NA
2001-06-22,31.9273897079499,NA,NA,NA,NA,NA
2001-06-29,29.2199113145577,NA,NA,NA,NA,NA
2001-07-06,27.6212943498284,NA,NA,NA,NA,NA
2001-07-13,31.8386993658066,NA,NA,NA,NA,NA
2001-07-20,34.5934387513349,NA,NA,NA,NA,NA
2001-07-27,38.2906981086376,NA,NA,NA,NA,NA
2001-08-03,40.5333757759411,NA,NA,NA,NA,NA
2001-08-10,37.3421235081034,NA,NA,NA,NA,NA
2001-08-17,41.8856772198641,NA,NA,NA,NA,NA
2001-08-24,37.9364776129322,NA,NA,NA,NA,NA
2001-08-31,35.1974541096704,NA,NA,NA,NA,NA
2001-09-07,38.4422533074681,NA,NA,NA,NA,NA
2001-09-14,45.3636300879222,NA,NA,NA,NA,NA
2001-09-21,55.1833219613324,NA,NA,NA,NA,NA
2001-09-28,66.4078601030793,NA,NA,NA,NA,NA
2001-10-05,60.4526088044305,NA,NA,NA,NA,NA
2001-10-12,53.8680839919101,NA,NA,NA,NA,NA
2001-10-19,48.9279912422903,NA,NA,NA,NA,NA
2001-10-26,53.4067152998405,NA,NA,NA,NA,NA
2001-11-02,48.7836695291461,NA,NA,NA,NA,NA
2001-11-09,52.4882784992217,NA,NA,NA,NA,NA
2001-11-16,47.9035747433738,NA,NA,NA,NA,NA
2001-11-23,43.9295101588996,NA,NA,NA,NA,NA
2001-11-30,40.0578038424007,NA,NA,NA,NA,NA
2001-12-07,44.776872194502,NA,NA,NA,NA,NA
2001-12-14,41.1881167506809,NA,NA,NA,NA,NA
2001-12-21,47.5065529082994,NA,NA,NA,NA,NA
2001-12-28,43.2455298882652,NA,NA,NA,NA,NA
2002-01-04,39.7061743585759,NA,NA,NA,NA,NA
2002-01-11,36.4861558770032,NA,NA,NA,NA,NA
2002-01-18,39.9375525564724,NA,NA,NA,NA,NA
2002-01-25,36.5394498454812,NA,NA,NA,NA,NA
2002-02-01,33.8114920632979,NA,NA,NA,NA,NA
2002-02-08,25.5932784278623,NA,NA,NA,NA,NA
2002-02-15,30.310270514476,NA,NA,NA,NA,NA
2002-02-22,28.2860544738869,NA,NA,NA,NA,NA
2002-03-01,32.004251986107,NA,NA,NA,NA,NA
2002-03-08,30.0517761234373,NA,NA,NA,NA,NA
2002-03-15,28.1606603343117,NA,NA,NA,NA,NA
2002-03-22,26.2684318505696,NA,NA,NA,NA,NA
2002-03-29,24.6445600388724,NA,NA,NA,NA,NA
2002-04-05,23.2095521061471,NA,NA,NA,NA,NA
2002-04-12,25.1293823974207,NA,NA,NA,NA,NA
2002-04-19,24.4660651602958,NA,NA,NA,NA,NA
2002-04-26,23.2517154792808,NA,NA,NA,NA,NA
2002-05-03,26.2517511809827,NA,NA,NA,NA,NA
2002-05-10,24.594613095962,NA,NA,NA,NA,NA
2002-05-17,26.3029259601179,NA,NA,NA,NA,NA
2002-05-24,24.7327561151664,NA,NA,NA,NA,NA
2002-05-31,28.0145293181561,NA,NA,NA,NA,NA
2002-06-07,27.9034678324086,NA,NA,NA,NA,NA
2002-06-14,32.3842900411708,NA,NA,NA,NA,NA
2002-06-21,37.7635225687569,NA,NA,NA,NA,NA
2002-06-28,39.5382250971839,NA,NA,NA,NA,NA
2002-07-05,36.3227436764934,NA,NA,NA,NA,NA
2002-07-12,35.962065688518,NA,NA,NA,NA,NA
2002-07-19,42.91650159074,NA,NA,NA,NA,NA
2002-07-26,49.8142446459193,NA,NA,NA,NA,NA
2002-08-02,56.9998446069617,NA,NA,NA,NA,NA
2002-08-09,51.0958229898386,NA,NA,NA,NA,NA
2002-08-16,46.8586659308997,NA,NA,NA,NA,NA
2002-08-23,47.2665681880825,NA,NA,NA,NA,NA
2002-08-30,43.4019608866396,NA,NA,NA,NA,NA
2002-09-06,47.8595326190778,NA,NA,NA,NA,NA
2002-09-13,54.6116804831353,NA,NA,NA,NA,NA
2002-09-20,59.06965627826,NA,NA,NA,NA,NA
2002-09-27,69.0194795551149,NA,NA,NA,NA,NA
2002-10-04,75.9188637726057,NA,NA,NA,NA,NA
2002-10-11,88.2489849761891,NA,NA,NA,NA,NA
2002-10-18,78.6030881491405,NA,NA,NA,NA,NA
2002-10-25,70.6586391730375,NA,NA,NA,NA,NA
2002-11-01,75.8344652612602,NA,NA,NA,NA,NA
2002-11-08,67.5149405253163,NA,NA,NA,NA,NA
2002-11-15,59.2613946033145,NA,NA,NA,NA,NA
2002-11-22,53.6444774318296,NA,NA,NA,NA,NA
2002-11-29,49.0230710337581,NA,NA,NA,NA,NA
2002-12-06,44.6043640718945,NA,NA,NA,NA,NA
2002-12-13,51.0255481984439,NA,NA,NA,NA,NA
2002-12-20,56.7801164320039,NA,NA,NA,NA,NA
